ID,Category,SubCategory,StateName,ChineseName,Description,Priority,Reference
104,FreeExploration,Stealth,Stealth_Hiding,躲藏中,躲在掩体后,3,Some
105,FreeExploration,AreaTransition,Area_Enter_Normal,普通区域进入,进入新区域,2,All
106,FreeExploration,AreaTransition,Area_Enter_New,新区域进入,首次进入显示名称,1,All
107,FreeExploration,AreaTransition,Area_Enter_Boss,Boss区域进入,进入Boss区域,1,All
108,FreeExploration,AreaTransition,Area_Enter_Safe,安全区域进入,进入安全区,2,All
109,FreeExploration,AreaTransition,Area_Enter_Danger,危险区域进入,进入危险区,2,All
110,FreeExploration,AreaTransition,Area_Enter_Indoor,进入室内,室内场景,2,All
111,FreeExploration,AreaTransition,Area_Enter_Outdoor,进入室外,室外场景,2,All
112,FreeExploration,AreaTransition,Area_Enter_Underground,进入地下,地下场景,2,All
113,FreeExploration,AreaTransition,Area_Enter_Underwater,进入水下区域,水下场景,3,Some
114,FreeExploration,AreaTransition,Area_Transition,区域过渡,区域间过渡,2,All
115,FreeExploration,AreaTransition,Area_BoundaryApproach,边界接近,接近区域边界,2,All
116,FreeExploration,AreaTransition,Area_FogWallApproach,雾门接近,接近雾门,1,All
117,FreeExploration,AreaTransition,Area_Exit,离开区域,离开当前区域,2,All
118,FreeExploration,AreaTransition,Area_Boundary,接近区域边界,区域边界处理,2,All
119,Combat,BasicCombat,Combat_Default,战斗警戒状态,比探索稍近更紧张,1,All
120,Combat,BasicCombat,Combat_Neutral,战斗就绪但未锁定,就绪但未锁定,1,All
121,Combat,BasicCombat,Combat_Ready,战斗准备,准备战斗,1,All
122,Combat,BasicCombat,Combat_Idle,战斗空闲,战斗中空闲,1,All
123,Combat,BasicCombat,Combat_Engaged,战斗交战中,正在交战,1,All
124,Combat,BasicCombat,Combat_Close,近距离战斗,近距离战斗,1,All
125,Combat,BasicCombat,Combat_Far,远距离战斗,远距离战斗,1,All
126,Combat,BasicCombat,Combat_MeleeRange,近战范围,近战范围内,1,All
127,Combat,BasicCombat,Combat_RangedRange,远程范围,远程范围内,1,All
128,Combat,BasicCombat,Combat_Disengage,脱离战斗过渡,脱离战斗,1,All
129,Combat,BasicCombat,Combat_Circling,绕敌人走动,围绕敌人移动,1,All
130,Combat,BasicCombat,Combat_Retreat,战斗后退,战斗中后退,1,All
131,Combat,BasicCombat,Combat_CrowdControl,群控战斗,面对多敌人,2,All
132,Combat,Threat,Threat_AggroAlert,仇恨警报状态,敌人仇恨警报,2,All
133,Combat,Threat,Threat_Proximity,威胁接近检测,威胁接近,2,All
134,Combat,Threat,Threat_PanicZoomIn,恐慌拉近,危险时拉近,2,All
135,Combat,Threat,Threat_EnemyReveal,敌人揭示提示,揭示隐藏敌人,2,All
136,Combat,Threat,Threat_AmbushWarning,伏击警告,伏击警告,2,All
137,Combat,Threat,Threat_HiddenEnemyScan,隐藏敌人扫描,扫描隐藏敌人,3,Some
138,Combat,Threat,Threat_FoeDetectionZoom,敌人探测zoom,探测敌人时zoom,3,Some
139,Combat,LockOn,LockOn_Hard,硬锁定,目标居中,1,All
140,Combat,LockOn,LockOn_HardHead,硬锁定头部,锁定头部,2,Some
141,Combat,LockOn,LockOn_HardTorso,硬锁定躯干,锁定躯干,2,Some
142,Combat,LockOn,LockOn_HardRoot,硬锁定根部脚部,锁定脚部,2,Some
143,Combat,LockOn,LockOn_Soft,软锁定,朝向偏转,1,All
144,Combat,LockOn,LockOn_SoftNearest,软锁定最近目标,锁定最近敌人,1,All
145,Combat,LockOn,LockOn_SoftThreat,软锁定最高威胁,锁定最危险敌人,2,Some
146,Combat,LockOn,LockOn_Acquire,锁定获取,获取锁定,1,All
147,Combat,LockOn,LockOn_Maintain,锁定维持,维持锁定,1,All
148,Combat,LockOn,LockOn_Break,锁定断开,断开锁定,1,All
149,Combat,LockOn,LockOn_BreakRecover,锁定断开恢复,断开后恢复,2,All
150,Combat,LockOn,LockOn_SwitchTarget,切换锁定目标过渡,切换目标,1,All
151,Combat,LockOn,LockOn_TargetScrollUp,目标向上滚动切换,向上切换目标,1,All
152,Combat,LockOn,LockOn_TargetScrollDown,目标向下滚动切换,向下切换目标,1,All
153,Combat,LockOn,LockOn_LoseTarget,失去锁定目标,丢失目标,1,All
154,Combat,LockOn,LockOn_ReleaseFade,解除锁定渐出,解锁渐出,1,All
155,Combat,LockOn,LockOn_MultiTarget,多目标锁定显示,多目标情况,1,All
156,Combat,LockOn,LockOn_MultiTargetBlend,多目标混合,多目标混合,2,All
157,Combat,LockOn,LockOn_MultiTargetPriority,多目标优先级计算,计算优先级,2,All
158,Combat,LockOn,LockOn_Orbit,锁定时轨道移动,绕目标移动,1,All
159,Combat,LockOn,LockOn_Framing,锁定时构图调整,调整构图,1,All
160,Combat,LockOn,LockOn_BehindObstacle,目标被遮挡时的处理,目标被遮挡,1,All
161,Combat,LockOn,LockOn_TargetTooClose,目标过近时拉远,目标太近,1,All
162,Combat,LockOn,LockOn_TargetTooFar,目标过远时的处理,目标太远,1,All
163,Combat,LockOn,LockOn_TargetAbove,目标在上方,目标在上方,1,All
164,Combat,LockOn,LockOn_TargetBelow,目标在下方,目标在下方,1,All
165,Combat,LockOn,LockOn_DynamicAdjust,动态调整,根据敌人大小调整,2,All
166,Combat,LockOn,LockOn_WeakPointFocus,弱点聚焦,锁定弱点,2,Some
167,Combat,LockOn,LockOn_SplineFollow,样条跟随,跟随移动Boss,2,Some
168,Combat,LockOn,LockOn_AutoEngage,自动锁定,自动锁定,2,Some
169,Combat,LockOn,LockOn_DistanceAdjust,锁定距离调整,调整距离,1,All
170,Combat,LockOn,LockOn_Interrupt,锁定中断,锁定被中断,2,All
171,Combat,LockOn,LockOn_PriorityShift,优先级转移,转移优先级,2,All
172,Combat,LockOn,LockOn_EnemyGroupFocus,敌群聚焦,聚焦敌人群,2,All
173,Combat,Attack,Attack_Light,轻攻击,轻微前推感,1,All
174,Combat,Attack,Attack_Heavy,重攻击,更强调的镜头动作,1,All
175,Combat,Attack,Attack_Combo,连击中,保持流畅跟随,1,All
176,Combat,Attack,Attack_ComboFlow,连招流程,连招流程,1,All
177,Combat,Attack,Attack_ComboFlowTrack,连招追踪,追踪连招,1,All
178,Combat,Attack,Attack_AttackFollow,攻击跟随,跟随攻击,1,All
179,Combat,Attack,Attack_Charged,蓄力攻击,zoom-in强调,1,All
180,Combat,Attack,Attack_ChargedPrepare,蓄力准备阶段,准备蓄力,1,All
181,Combat,Attack,Attack_ChargedRelease,蓄力释放瞬间,释放蓄力,1,All
182,Combat,Attack,Attack_WeaponWindup,武器蓄力镜头,武器蓄力,1,All
183,Combat,Attack,Attack_Jumping,跳跃攻击,跳跃攻击,1,EldenRing
184,Combat,Attack,Attack_JumpAttackDive,跳跃攻击俯冲,俯冲攻击,1,EldenRing
185,Combat,Attack,Attack_Plunging,下落攻击插入攻击,下落攻击,1,All
186,Combat,Attack,Attack_Running,冲刺攻击,冲刺攻击,1,All
187,Combat,Attack,Attack_DashLunge,冲刺突进,突进攻击,1,All
188,Combat,Attack,Attack_SlideAttack,滑铲攻击,滑铲,2,Some
189,Combat,Attack,Attack_Backstep,后撤攻击,后撤攻击,1,All
190,Combat,Attack,Attack_Skill,战技技能攻击,战技,1,All
191,Combat,Attack,Attack_WeaponArt_Intro,战技开始,战技开始,1,All
192,Combat,Attack,Attack_WeaponArt_Loop,战技持续,战技持续,1,All
193,Combat,Attack,Attack_WeaponArt_Outro,战技结束,战技结束,1,All
194,Combat,Attack,Attack_Ultimate,大招奥义,大招,2,Some
195,Combat,Attack,Attack_FollowUp,追击攻击,追击,1,All
196,Combat,Attack,Attack_WakeUp,起身攻击,起身攻击,1,All
197,Combat,Attack,Attack_CounterZoom,反击zoom,反击时zoom,1,All
198,Combat,Attack,Attack_DualWield,双持模式,双持武器,1,All
199,Combat,Attack,Attack_DualWieldSpin,双持旋转,双持旋转攻击,2,Some
200,Combat,Attack,Attack_2HMode,双手持握模式,双手持握,1,All
201,Combat,Attack,Attack_WeaponSpecific,武器特定镜头,特定武器镜头,2,All
202,Combat,Attack,Attack_Transform,变形攻击,武器变形攻击,1,Bloodborne
203,Combat,Defend,Defend_Block,举盾格挡,格挡,1,All
204,Combat,Defend,Defend_BlockHit,格挡受击瞬间,格挡受击,1,All
205,Combat,Defend,Defend_BlockBreak,盾被打破崩防,崩防,1,All
206,Combat,Defend,Defend_GuardStance,防御姿态,防御姿态,1,All
207,Combat,Defend,Defend_ShieldDeflectFlash,盾牌弹反闪光,盾反闪光,1,All
208,Combat,Defend,Defend_Parry,弹反成功,弹反,1,All
209,Combat,Defend,Defend_ParryBoost,弹反镜头强调,弹反强调,1,All
210,Combat,Defend,Defend_ParryWindow,弹反判定窗口,弹反窗口,2,All
211,Combat,Defend,Defend_ParryPerfect,完美弹反,完美弹反,1,LiesOfP
212,Combat,Defend,Defend_GunParry,枪械弹反,枪反,1,Bloodborne
213,Combat,Defend,Defend_MidAirParry,空中弹反,空中弹反,2,Some
214,Combat,Defend,Defend_PerfectDodge,完美闪避,完美闪避,1,All
215,Combat,Dodge,Dodge_Roll,翻滚闪避,翻滚,1,All
216,Combat,Dodge,Dodge_RollCamera,翻滚专用镜头,翻滚镜头,1,All
217,Combat,Dodge,Dodge_Backstep,后撤步,后撤步,1,All
218,Combat,Dodge,Dodge_Sidestep,侧闪,侧闪,1,All
219,Combat,Dodge,Dodge_Through,穿越闪避,穿过敌人,1,All
220,Combat,Dodge,Dodge_Quickstep,快速步,血源快速步,1,Bloodborne
221,Combat,Dodge,Dodge_HitReactionDodge,受击闪避,受击后闪避,2,All
222,Combat,Hit,Hit_Light,轻微受击,小震动,1,All
223,Combat,Hit,Hit_Heavy,重击受创,大震动,1,All
224,Combat,Hit,Hit_Critical,暴击,暴击,1,All
225,Combat,Hit,Hit_CriticalFlash,暴击闪光,暴击闪光,1,All
226,Combat,Hit,Hit_Stagger,硬直状态,硬直,1,All
227,Combat,Hit,Hit_StaggerRecovery,硬直恢复,硬直恢复,1,All
228,Combat,Hit,Hit_StaggeredRecoil,硬直后坐,硬直后坐,1,All
229,Combat,Hit,Hit_Knockback,击退中,击退,1,All
230,Combat,Hit,Hit_Knockdown,倒地,倒地,1,All
231,Combat,Hit,Hit_KnockdownGround,倒地状态,在地上,1,All
232,Combat,Hit,Hit_GroundRecovery,地面恢复,地面恢复,1,All
233,Combat,Hit,Hit_Launch,浮空挑飞,浮空,1,All
234,Combat,Hit,Hit_AirborneFlip,空中翻转,空中翻转,2,Some
235,Combat,Hit,Hit_Slam,砸地,砸地,1,All
236,Combat,Hit,Hit_GrabStart,被抓取开始,被抓,1,All
237,Combat,Hit,Hit_GrabHeld,被抓住中,被抓住,1,All
238,Combat,Hit,Hit_GrabThrow,被投掷,被扔,1,All
239,Combat,Hit,Hit_WallSplat,撞墙,撞墙,1,All
240,Combat,Hit,Hit_WallKickRebound,墙壁反弹,墙反弹,2,Some
241,Combat,Hit,Hit_GroundBounce,落地反弹,地反弹,1,All
242,Combat,Hit,Hit_BleedOutShake,流血震动,流血震动,2,Bloodborne
243,Combat,Hit,Hit_PostureBreak,架势崩溃,架势崩溃,1,LiesOfP
244,Combat,Status,Status_Poison,中毒状态,中毒,1,All
245,Combat,Status,Status_Freeze,冻结状态,冻结,1,All
246,Combat,Status,Status_Burn,燃烧状态,燃烧,1,All
247,Combat,Status,Status_Stun,眩晕状态,眩晕,1,All
248,Combat,Status,Status_Curse,诅咒状态,诅咒,1,All
249,Combat,Status,Status_Madness,狂乱状态,狂乱,1,All
250,Combat,Status,Status_Illusion,幻觉状态,幻觉,2,Some
251,Combat,Status,Status_SanityLoss,理智丧失,理智丧失,2,Bloodborne
252,Combat,Status,Status_Bleed,流血状态,流血,1,Bloodborne
253,Combat,Status,Status_Frenzy,狂乱,狂乱,1,Bloodborne
254,Combat,Status,Status_Frost,冻伤,冻伤,1,DarkSouls3
255,Combat,Status,Status_ScarletRot,猩红腐败,猩红腐败,1,EldenRing
256,Combat,Special,Special_Backstab,背刺,背刺,1,All
257,Combat,Special,Special_BackstabZoom,背刺zoom,背刺zoom,1,All
258,Combat,Special,Special_Riposte,处决反击处决,处决,1,All
259,Combat,Special,Special_ViscералAttack,内脏攻击致命一击,内脏攻击,1,Bloodborne
260,Combat,Special,Special_Execution,处刑动画,处刑,1,All
261,Combat,Special,Special_ExecutionDollyZoom,处决推拉变焦,处决推拉,1,All
262,Combat,Special,Special_FinishingBlow,终结一击,终结,1,All
263,Combat,Special,Special_FatalBlow,致命一击,致命一击,1,LiesOfP
264,Combat,Special,Special_Assassination,暗杀,暗杀,2,Some
265,Combat,Special,Special_StealthKill,潜行击杀,潜行击杀,2,Some
266,Combat,Special,Special_StealthAssassin,潜行暗杀镜头,潜行暗杀,2,Some
267,Combat,Special,Special_AerialFinisher,空中终结,空中终结,2,Some
268,Combat,Special,Special_CounterKill,反击击杀,反击击杀,1,All
269,Combat,Special,Special_EnvironmentKill,环境击杀,环境击杀,2,Some
270,Combat,Special,Special_DualFinisher,双人联合终结,双人终结,3,Some
271,Combat,Special,Special_ChainKill,连续击杀,连续击杀,2,Some
272,Combat,Boss,Boss_Intro,Boss登场,Boss登场,1,All
273,Combat,Boss,Boss_IntroCinematic,Boss登场过场,Boss过场,1,All
274,Combat,Boss,Boss_Fight_Phase1,Boss战第一阶段,一阶段,1,All
275,Combat,Boss,Boss_Fight_Phase2,Boss战第二阶段,二阶段,1,All
276,Combat,Boss,Boss_Fight_Phase3,Boss战第三阶段,三阶段,1,All
277,Combat,Boss,Boss_PhaseTransition,Boss阶段转换,阶段转换,1,All
278,Combat,Boss,Boss_PhaseChangeDrama,阶段变化戏剧,阶段戏剧,1,All
279,Combat,Boss,Boss_PhaseResetRecenter,阶段重置回中,重置回中,1,All
280,Combat,Boss,Boss_Enrage,Boss狂暴状态,狂暴,1,All
281,Combat,Boss,Boss_EnrageCam,Boss狂暴镜头,狂暴镜头,1,All
282,Combat,Boss,Boss_SpecialAttack,Boss特殊攻击,特殊攻击,1,All
283,Combat,Boss,Boss_AreaAttack,Boss范围攻击,范围攻击,1,All
284,Combat,Boss,Boss_EnvironmentalImpact,Boss环境冲击,环境冲击,1,All
285,Combat,Boss,Boss_Staggered,Boss硬直,Boss硬直,1,All
286,Combat,Boss,Boss_Down,Boss倒地,Boss倒地,1,All
287,Combat,Boss,Boss_FinalBlow,Boss最终一击,最终一击,1,All
288,Combat,Boss,Boss_Death,Boss死亡演出,Boss死亡,1,All
289,Combat,Boss,Boss_DeathSpectate,Boss死亡观战,死亡观战,1,All
290,Combat,Boss,Boss_Victory,Boss战胜利,胜利,1,All
291,Combat,Boss,Boss_LockWide,Boss战广角锁定,广角锁定,1,All
292,Combat,Boss,Boss_LockHighAngle,Boss战高角度锁定,高角度,1,All
293,Combat,Boss,Boss_LockArena,Boss战竞技场锁定,竞技场锁定,1,All
294,Combat,Boss,Boss_GiantEnemy,巨型Boss,巨型Boss,1,All
295,Combat,Boss,Boss_GiantAdapt,巨型Boss自适应,巨型自适应,1,All
296,Combat,Boss,Boss_FlyingEnemy,飞行Boss,飞行Boss,1,All
297,Combat,Boss,Boss_FlyingChase,飞行Boss追踪,飞行追踪,1,All
298,Combat,Boss,Boss_MultiPart,多部位Boss,多部位,1,All
299,Combat,Boss,Boss_MultiPhase,多阶段Boss,多阶段,1,All
300,Combat,Boss,Boss_MultiBossOrbit,多Boss轨道,多Boss,2,Some
301,Combat,Boss,Boss_Arena,竞技场边界相机,边界相机,1,All
302,Combat,Boss,Boss_ArenaBound,竞技场边界限制,边界限制,1,All
303,Combat,Boss,Boss_ArenaBoundaryPan,竞技场边界平移,边界平移,1,All
304,Combat,Boss,Boss_ProximityWide,Boss接近时广角,接近广角,1,All
305,Combat,Boss,Boss_WeaknessReveal,Boss弱点揭示,弱点揭示,2,Some
306,Combat,Boss,Boss_WeakPointHighlight,Boss弱点高亮,弱点高亮,2,Some
307,Combat,Boss,Boss_TeleportReveal,Boss传送揭示,传送揭示,2,Some
308,Combat,Boss,Boss_SummonCam,Boss召唤镜头,召唤镜头,1,All
309,Combat,Boss,Boss_SummonAllyAssistLock,召唤协助锁定,协助锁定,2,Some
310,Combat,Boss,Boss_SiegeWeaponTarget,攻城武器瞄准,攻城瞄准,3,Few
311,Combat,Boss,Boss_HealthBarOverlay,血条覆盖,血条覆盖,1,All
312,Combat,Boss,Boss_ComboBreakCam,连招打断镜头,打断镜头,1,All
313,Combat,Boss,Boss_SpawnIntro,Boss生成登场,生成登场,1,All
314,Combat,Boss,Boss_DespawnOutro,Boss消失退场,消失退场,1,All
315,Combat,Boss,Boss_ArenaConstrain,竞技场约束,竞技场约束,1,All
316,Combat,Ranged,Ranged_Aim,瞄准状态,瞄准,1,All
317,Combat,Ranged,Ranged_Aim_Precise,精确瞄准,精确瞄准,1,All
318,Combat,Ranged,Ranged_Aim_Scope,瞄准镜视角,瞄准镜,2,Some
319,Combat,Ranged,Ranged_Fire,射击瞬间,射击,1,All
320,Combat,Ranged,Ranged_Reload,装填弹药,装填,1,All
321,Combat,Ranged,Ranged_BowDraw,拉弓蓄力,拉弓,1,All
322,Combat,Ranged,Ranged_BowRelease,放箭,放箭,1,All
323,Combat,Ranged,Ranged_ThrowPrepare,投掷准备,投掷准备,1,All
324,Combat,Ranged,Ranged_ThrowRelease,投掷释放,投掷,1,All
325,Combat,Ranged,Ranged_Crossbow,弩箭瞄准,弩箭,1,All
326,Combat,Ranged,Ranged_Magic_Aim,魔法瞄准,魔法瞄准,1,All
327,Combat,Ranged,Ranged_Magic_Cast,魔法施放,魔法施放,1,All
328,Combat,Ranged,Ranged_Magic_CastArc,魔法施法弧线,施法弧线,1,All
329,Combat,Ranged,Ranged_Magic_Channel,魔法引导,魔法引导,1,All
330,Combat,Ranged,Ranged_SpellCastAim,施法瞄准,施法瞄准,1,All
331,Combat,Ranged,Ranged_ZoomOut,远程战斗拉远,远程拉远,1,All
332,Combat,Ranged,Ranged_Gun,枪械射击,枪械,1,Bloodborne
333,Combat,Multiplayer,Coop_SummonAlly,召唤友军,召唤友军,1,All
334,Combat,Multiplayer,Coop_SummonWait,召唤等待,召唤等待,1,All
