ID,Category,SubCategory,StateName,ChineseName,Description,Priority,Reference
37,Combat,BasicCombat,Combat_Default,战斗警戒状态,比探索稍近更紧张,1,All
38,Combat,BasicCombat,Combat_Engaged,战斗交战中,正在交战,1,All
39,Combat,BasicCombat,Combat_Disengage,脱离战斗过渡,脱离战斗,1,All
40,Combat,BasicCombat,Combat_Circling,绕敌人走动,围绕敌人移动,1,All
41,Combat,LockOn,LockOn_Hard,硬锁定,目标居中,1,All
42,Combat,LockOn,LockOn_Soft,软锁定,朝向偏转,1,All
43,Combat,LockOn,LockOn_SwitchTarget,切换锁定目标,切换目标过渡,1,All
44,Combat,LockOn,LockOn_LoseTarget,失去锁定目标,丢失目标,1,All
45,Combat,LockOn,LockOn_MultiTarget,多目标情况,多目标锁定,1,All
46,Combat,LockOn,LockOn_TargetTooClose,目标过近,目标太近时拉远,1,All
47,Combat,LockOn,LockOn_TargetAbove,目标在上方,目标在上方时调整,1,All
48,Combat,LockOn,LockOn_TargetBelow,目标在下方,目标在下方时调整,1,All
49,Combat,Attack,Attack_Light,轻攻击,R1轻攻击,1,All
50,Combat,Attack,Attack_Heavy,重攻击,R2重攻击,1,All
51,Combat,Attack,Attack_Combo,连击中,连击时保持流畅,1,All
52,Combat,Attack,Attack_Charged,蓄力攻击,蓄力时zoom-in,1,All
53,Combat,Attack,Attack_ChargedRelease,蓄力释放,蓄力释放瞬间,1,All
54,Combat,Attack,Attack_Jumping,跳跃攻击,跳跃攻击,1,EldenRing
55,Combat,Attack,Attack_Plunging,下落攻击,下落攻击,1,All
56,Combat,Attack,Attack_Running,冲刺攻击,冲刺攻击,1,All
57,Combat,Attack,Attack_Backstep,后撤攻击,后撤攻击,1,All
58,Combat,Attack,Attack_Skill,战技技能攻击,战技,1,All
59,Combat,Attack,Attack_TwoHand,双手持握攻击,双手持握,1,All
60,Combat,Attack,Attack_Transform,变形攻击,武器变形攻击,1,Bloodborne
61,Combat,Defend,Defend_Block,举盾格挡,格挡,1,All
62,Combat,Defend,Defend_BlockHit,格挡受击,格挡受击瞬间,1,All
63,Combat,Defend,Defend_BlockBreak,盾被打破崩防,崩防,1,All
64,Combat,Defend,Defend_Parry,弹反成功,弹反,1,All
65,Combat,Defend,Defend_ParryPerfect,完美弹反,完美弹反,1,LiesOfP
66,Combat,Defend,Defend_GunParry,枪械弹反,枪反,1,Bloodborne
67,Combat,Dodge,Dodge_Roll,翻滚闪避,翻滚,1,All
68,Combat,Dodge,Dodge_Backstep,后撤步,后撤步,1,All
69,Combat,Dodge,Dodge_Quickstep,快速步,血源快速步,1,Bloodborne
70,Combat,Hit,Hit_Light,轻微受击,小震动,1,All
71,Combat,Hit,Hit_Heavy,重击受创,大震动,1,All
72,Combat,Hit,Hit_Stagger,硬直状态,硬直,1,All
73,Combat,Hit,Hit_Knockback,击退,击退中,1,All
74,Combat,Hit,Hit_Knockdown,倒地,倒地,1,All
75,Combat,Hit,Hit_Launch,浮空,浮空挑飞,1,All
76,Combat,Hit,Hit_GrabStart,被抓取,被抓取开始,1,All
77,Combat,Hit,Hit_GrabHeld,被抓住中,被抓住,1,All
78,Combat,Status,Status_Poison,中毒,中毒状态,1,All
79,Combat,Status,Status_Bleed,流血,流血状态,1,Bloodborne
80,Combat,Status,Status_Frenzy,狂乱,狂乱状态,1,Bloodborne
81,Combat,Status,Status_Frost,冻伤,冻伤状态,1,DarkSouls3
82,Combat,Status,Status_ScarletRot,猩红腐败,猩红腐败,1,EldenRing
83,Combat,Special,Special_Backstab,背刺,背刺,1,All
84,Combat,Special,Special_Riposte,处决致命一击,处决,1,All
85,Combat,Special,Special_ViscералAttack,内脏攻击,内脏攻击,1,Bloodborne
86,Combat,Special,Special_CriticalHit,暴击,暴击,1,All
87,Combat,Special,Special_FatalBlow,致命一击,致命一击,1,LiesOfP
88,Combat,Boss,Boss_Intro,Boss登场,Boss登场过场,1,All
89,Combat,Boss,Boss_Fight,Boss战进行中,Boss战,1,All
90,Combat,Boss,Boss_PhaseTransition,Boss阶段转换,阶段转换,1,All
91,Combat,Boss,Boss_Staggered,Boss硬直,Boss可处决,1,All
92,Combat,Boss,Boss_Death,Boss死亡演出,Boss死亡,1,All
93,Combat,Boss,Boss_Victory,Boss战胜利,胜利,1,All
94,Combat,Boss,Boss_GiantEnemy,巨型Boss,巨型Boss,1,All
95,Combat,Boss,Boss_Arena,竞技场边界限制,边界限制,1,All
96,Combat,Ranged,Ranged_Aim,瞄准状态,瞄准,1,All
97,Combat,Ranged,Ranged_Fire,射击,射击瞬间,1,All
98,Combat,Ranged,Ranged_BowDraw,拉弓蓄力,拉弓,1,All
99,Combat,Ranged,Ranged_BowRelease,放箭,放箭,1,All
100,Combat,Ranged,Ranged_Crossbow,弩箭,弩箭瞄准,1,All
101,Combat,Ranged,Magic_Cast,魔法施放,魔法施放,1,All
102,Combat,Ranged,Magic_Channel,魔法引导,魔法引导,1,All
103,Combat,Ranged,Ranged_Throw,投掷物,投掷,1,All
104,Combat,Ranged,Ranged_Gun,枪械射击,枪械,1,Bloodborne
105,Combat,Summon,Summon_SpiritAsh,灵灰召唤,灵灰召唤,1,EldenRing
106,Combat,Summon,Summon_NPC,NPC召唤,NPC召唤,1,All
107,Combat,Summon,Summon_Player,玩家召唤,玩家召唤,1,All
108,Environment,Door,Door_Open_Normal,普通开门,普通开门,1,All
109,Environment,Door,Door_Open_Heavy,推重门,推重门,1,All
110,Environment,Door,Door_BossFog_Enter,穿过Boss雾门,雾门进入,1,All
111,Environment,Door,Door_Locked,门被锁,门被锁,1,All
112,Environment,Door,Door_Unlock,解锁门,解锁,1,All
113,Environment,Door,Door_Shortcut,打开捷径门,捷径门,1,All
114,Environment,Door,Gate_Operate,闸门操作,闸门,1,All
115,Environment,Destructible,Destructible_Break,破坏物破碎,破坏物破碎,1,All
116,Environment,Destructible,IllusoryWall_Reveal,幻影墙揭示,幻影墙,1,All
117,Environment,Mechanism,Lever_Pull,拉杆操作,拉杆,1,All
118,Environment,Mechanism,Elevator_Ride,乘坐电梯,电梯乘坐,1,All
119,Environment,Mechanism,Elevator_Arrive,电梯到达,电梯到达,1,All
120,Environment,Mechanism,Trap_Trigger,触发陷阱,陷阱触发,1,All
121,Environment,Light,Lantern_Raise,举起提灯,举起提灯,1,Bloodborne
122,Environment,Light,Lantern_Lower,放下提灯,放下提灯,1,Bloodborne
123,Environment,Light,Torch_Light,点燃火把,点燃火把,1,All
124,Item,Pickup,Item_Pickup_Normal,普通物品拾取,普通拾取,1,All
125,Item,Pickup,Item_Pickup_Important,重要物品拾取,重要拾取,1,All
126,Item,Pickup,Corpse_Loot,搜刮尸体,搜刮尸体,1,All
127,Item,Pickup,Chest_Open,开箱子,开箱子,1,All
128,Item,Pickup,Chest_Mimic,宝箱怪,宝箱怪,1,All
129,Item,Use,Item_Use_Estus,使用回复药,使用药水,1,All
130,Item,Use,Item_Use_Consumable,使用消耗品,使用消耗品,1,All
131,Item,Use,Item_Use_Buff,使用增益物品,使用增益,1,All
132,Item,Use,Item_Use_Throwable,使用投掷物,使用投掷物,1,All
133,Item,Use,Gesture_Use,使用动作手势,使用手势,1,All
134,Item,Equip,Equip_WeaponSwitch,切换武器,切换武器,1,All
135,Item,Equip,Equip_TwoHand,双持切换,双持切换,1,All
136,Item,Equip,Equip_SpellSwitch,切换法术,切换法术,1,All
137,Item,Equip,Equip_ItemSwitch,切换道具栏,切换道具,1,All
138,Item,Equip,Equip_Transform,武器变形,武器变形,1,Bloodborne
139,Item,Bloodstain,Bloodstain_Touch,触碰血迹,触碰血迹,1,All
140,Item,Bloodstain,Bloodstain_View,观看死亡回放,血迹回放,1,All
141,Item,Bloodstain,Bloodstain_Retrieve,取回魂回响,取回魂,1,All
142,Item,Message,Message_Read,阅读留言,阅读留言,1,All
143,Item,Message,Message_Write,书写留言,书写留言,1,All
144,NPC,Dialogue,Dialogue_Enter,进入对话,进入对话,1,All
145,NPC,Dialogue,Dialogue_Active,对话进行中,对话中,1,All
146,NPC,Dialogue,Dialogue_Choice,选择选项,选择选项,1,All
147,NPC,Dialogue,Dialogue_Exit,退出对话,退出对话,1,All
148,NPC,Service,Merchant_Shop,商人商店,商人商店,1,All
149,NPC,Service,Blacksmith_Upgrade,铁匠强化,铁匠强化,1,All
150,NPC,Service,LevelUp_Service,升级服务,升级服务,1,All
151,RestPoint,Checkpoint,RestPoint_Approach,接近存档点,接近存档点,1,All
152,RestPoint,Checkpoint,RestPoint_Activate,激活点燃,激活存档点,1,All
153,RestPoint,Checkpoint,RestPoint_Rest,休息状态,休息状态,1,All
154,RestPoint,Checkpoint,RestPoint_Menu,存档点菜单,存档点菜单,1,All
155,RestPoint,Checkpoint,RestPoint_LevelUp,在存档点升级,存档点升级,1,All
156,RestPoint,Checkpoint,RestPoint_Warp,传送,传送,1,All
157,RestPoint,Checkpoint,RestPoint_Stand,从存档点站起,存档点站起,1,All
158,Death,DeathProcess,Death_Normal,普通死亡,普通死亡,1,All
159,Death,DeathProcess,Death_Fall,坠落死亡,坠落死亡,1,All
160,Death,DeathProcess,Death_Execution,被处决死亡,被处决,1,All
161,Death,DeathProcess,Death_Grab,被抓取死亡,被抓死亡,1,All
162,Death,DeathProcess,Death_Camera,死亡镜头,YOU DIED,1,All
163,Death,Respawn,Respawn_FadeIn,重生淡入,重生淡入,1,All
164,Death,Respawn,Respawn_AtRestPoint,在存档点重生,存档点重生,1,All
165,Cinematic,Cutscene,Cutscene_Intro,开场过场,开场过场,1,All
166,Cinematic,Cutscene,Cutscene_BossIntro,Boss登场过场,Boss过场,1,All
167,Cinematic,Cutscene,Cutscene_BossDeath,Boss死亡过场,Boss死亡过场,1,All
168,Cinematic,Cutscene,Cutscene_AreaReveal,区域揭示,区域揭示,1,All
169,Cinematic,Cutscene,Cutscene_Ending,结局过场,结局过场,1,All
170,Cinematic,Cutscene,Cutscene_NPCEvent,NPC事件过场,NPC事件,1,All
171,Cinematic,Transition,Transition_FadeToBlack,淡出到黑,淡出到黑,1,All
172,Cinematic,Transition,Transition_FadeFromBlack,从黑淡入,从黑淡入,1,All
173,Cinematic,Transition,Transition_Warp,传送转场,传送转场,1,All
174,Multiplayer,Coop,MP_SummonSign,召唤符号,召唤符号,1,All
175,Multiplayer,Coop,MP_Summoning,召唤过程,召唤过程,1,All
176,Multiplayer,Coop,MP_Invading,入侵过程,入侵过程,1,All
177,Multiplayer,Coop,MP_CoopCombat,协力战斗,协力战斗,1,All
178,Multiplayer,Coop,MP_PvPCombat,PvP战斗,PvP战斗,1,All
179,Multiplayer,Coop,MP_SessionEnd,多人结束,多人结束,1,All
180,Effect,Time,Time_HitStop,打击顿帧,打击顿帧,1,All
181,Effect,Time,Time_ParryFreeze,弹反顿帧,弹反顿帧,1,All
182,Effect,Time,Time_CriticalSlow,暴击慢动作,暴击慢动作,1,All
183,Effect,Shake,Shake_Hit,受击震动,受击震动,1,All
184,Effect,Shake,Shake_Attack,攻击震动,攻击震动,1,All
185,Effect,Shake,Shake_Landing,落地震动,落地震动,1,All
186,Effect,Shake,Shake_BossFootstep,Boss脚步震动,Boss脚步,1,All
187,Effect,Shake,Shake_Explosion,爆炸震动,爆炸震动,1,All
188,Effect,Lens,Lens_FOVChange,FOV变化,FOV变化,1,All
189,Effect,Lens,Lens_SprintFOV,冲刺FOV增大,冲刺FOV,1,All
190,Effect,Lens,Lens_ImpactZoom,冲击zoom,冲击zoom,1,All
191,UI,Menu,Menu_Pause,暂停菜单,暂停菜单,1,All
192,UI,Menu,Menu_Inventory,物品栏,物品栏,1,All
193,UI,Menu,Menu_Equipment,装备菜单,装备菜单,1,All
194,UI,Menu,Menu_Status,状态界面,状态界面,1,All
195,UI,Menu,Menu_Map,地图,地图,1,EldenRing
196,UI,Menu,Menu_System,系统设置,系统设置,1,All
197,UI,PhotoMode,Photo_Mode,拍照模式,拍照模式,2,Some
198,UI,PhotoMode,Photo_FreeCamera,自由相机,自由相机,2,Some
199,Modifier,Core,Modifier_AutoRecenter,自动回中,自动回中,1,All
200,Modifier,Core,Modifier_InputDrivenRecenter,输入驱动回中,输入驱动回中,1,All
201,Modifier,Core,Modifier_CollisionPush,碰撞推动,碰撞推动,1,All
202,Modifier,Core,Modifier_SoftFollow,软性跟随,软性跟随,1,All
203,Modifier,Core,Modifier_PitchClamp,俯仰角限制,俯仰角限制,1,All
204,Modifier,Core,Modifier_DistanceClamp,距离限制,距离限制,1,All
